key,Pressure,Power1,Power2,Vibration_Peak1,Vibration_RMS1,Vibration_Peak2,Vibration_RMS2
1,1028.363636,1766.363636,2287.575758,490.7999702,1.901534239,1754.30424,1.000524109
1,1023.529412,1740.588235,1957.647059,440.802054,1.864642354,1652.400577,0.938700999
1,1021.583333,1743.666667,2046.333333,445.6502345,1.861885164,1720.186499,0.93554107
1,1022.116667,1760,2037.666667,464.9767522,1.870487672,1666.420331,0.919225795
1,1020.616667,1763.666667,2055.833333,463.6995504,1.863116668,1702.820162,0.931161101
1,1019.4,1768.333333,2020,484.6698827,1.8745125,1680.30167,0.927636815
1,1020.033898,1752.372881,2036.101695,470.810596,1.871012205,1686.184403,0.928824963
1,1017.15,1772,2194.666667,476.4152003,1.874977662,1727.454492,0.961400891
1,1019.483333,1784.833333,2285,480.3731166,1.879430501,1773.398161,0.980492546
1,1027.35,1788.166667,2301.5,483.2289505,1.868110838,1749.986007,0.991837504
1,1010.96875,1807.1875,2281.5625,486.0775604,1.865404375,1721.205311,0.999666654
1,1007.055556,1755,1951.111111,454.5746121,1.868482225,1691.007765,0.958444609
1,1019.288136,1776.440678,2048.644068,462.0178797,1.861275764,1666.779671,0.944518378
1,1021.683333,1771.833333,2030.833333,472.3254328,1.86920233,1641.233667,0.931857755
1,1025.533333,1765.666667,2046.833333,464.4810506,1.862585328,1643.676003,0.931744453
1,1021.183333,1751.833333,2056.833333,468.657018,1.872411501,1647.399664,0.945111698
1,1019.254237,1740.508475,2079.491525,470.680931,1.871051691,1680.410847,0.938396
1,1014.266667,1769.666667,2164.833333,489.1395528,1.887258492,1749.539162,0.979768986
1,1022.166667,1804.333333,2266.833333,493.3291992,1.889637498,1761.09683,1.00439082
1,1022.166667,1799,2300.333333,487.0650681,1.893543164,1763.419501,1.006429774
1,1022.9375,1762.1875,2295.625,474.1274376,1.891114693,1773.480003,1.009006407
1,1007.555556,1757.222222,1966.666667,451.0371111,1.869607773,1692.497769,0.932525403
1,1025.728814,1778.474576,2042.542373,468.0754074,1.880859826,1674.533052,0.954555181
1,1021.25,1762.666667,2029.166667,465.5071681,1.867504833,1633.876003,0.948588935
1,1016.833333,1754,2041.5,464.937232,1.86598317,1643.021326,0.937861265
1,1024.050847,1749.491525,2039.830508,475.8432891,1.866178989,1714.336784,0.943427204
1,1013.59322,1763.559322,2047.457627,460.1292192,1.865136955,1681.591524,0.942709445
1,1020.616667,1791.5,2187.333333,469.3411509,1.878165994,1723.623669,0.979484084
1,1014.916667,1777,2302.5,486.2362147,1.886418837,1736.4025,1.009917022
1,1016.433333,1768,2292.5,507.2100494,1.89342382,1772.892828,1.019079846
1,1019.212121,1786.060606,2268.787879,498.2093339,1.897821217,1722.98817,1.00877837
1,1016.588235,1739.411765,1975.882353,460.5886482,1.856728827,1706.269402,0.94797499
1,1021.322034,1751.525424,2054.237288,453.3584729,1.852714409,1680.258816,0.968730052
1,1020.716667,1758,2032.5,468.4447164,1.860378838,1680.641329,0.95366127
1,1014.733333,1785.666667,2034,474.2893809,1.882694173,1671.973167,0.951637948
1,1016.866667,1780.5,2040,480.9588338,1.88941434,1649.483999,0.946160083
1,1014.576271,1759.491525,2055.084746,470.727238,1.881920837,1698.646613,0.949791641
1,1023.85,1762,2180.666667,473.0611674,1.870824997,1756.12149,0.984260716
1,1018.4,1795.833333,2287.833333,490.449382,1.886428157,1784.120831,1.018606002
1,1017.95,1820,2292.5,474.7681681,1.88415817,1775.035834,1.016376693
1,1027.65625,1809.0625,2297.8125,472.115531,1.898987181,1753.709061,1.018950537
1,1019.611111,1764.444444,1963.888889,443.1282247,1.855710003,1678.597222,1.021474338
1,1018.322034,1776.949153,2048.305085,460.0517459,1.866146106,1706.278804,0.958071458
1,1024.816667,1768.666667,2029.833333,466.9700826,1.859082164,1661.012341,0.965331377
1,1023.033333,1735.666667,2029.833333,476.1465678,1.851513668,1671.854513,0.957267238
1,1029.916667,1755.166667,2030.666667,474.7911677,1.870656335,1675.220504,0.954567041
1,1017.101695,1774.067797,2035.932203,480.8228822,1.888157966,1669.565763,0.951702353
1,1021.433333,1775.666667,2172.5,481.0297506,1.887709832,1725.412174,0.993783051
1,1022.416667,1787.833333,2280.833333,495.2520838,1.881864669,1772.445168,1.015637369
1,1019.7,1789.166667,2279.166667,495.6713481,1.878770832,1777.003005,1.028224851
1,1025.875,1798.4375,2283.4375,481.8710918,1.879629057,1716.065929,1.018520741
1,1017.388889,1748.888889,1951.111111,459.654224,1.853313327,1690.510552,1.027234832
1,1017.766667,1745,2035.166667,478.8751999,1.862421489,1703.071503,0.965836939
1,1026.9,1751.166667,2025.333333,460.8481679,1.858421844,1650.616667,0.959389727
1,1017.333333,1759.666667,2036.833333,465.7202321,1.875212995,1658.212502,0.958440639
1,1023.271186,1769.322034,2049.491525,471.3639852,1.875849156,1668.051694,0.956989528
1,1018.9,1738.166667,2058,467.9994141,1.865346485,1706.675842,0.962857829
1,1028,1772.833333,2178.5,482.9020844,1.886952825,1766.070337,1.008361367
1,1026.45,1809.666667,2278.333333,501.8215027,1.906015998,1775.840987,1.02801488
1,1019.65,1803.833333,2283.833333,486.0029994,1.895785173,1777.032676,1.030412568
1,1021.096774,1812.903226,2298.709677,493.8327745,1.897171301,1817.370952,1.034003965
1,1015.352941,1745.882353,1988.235294,460.2202346,1.868731779,1726.768239,0.994687704
1,1018.966667,1769.833333,2057.333333,450.9342168,1.866134504,1681.744171,0.986225117
1,1019.233333,1781,2023.166667,474.8181341,1.878861324,1674.7435,0.970216344
1,1012.7,1770,2027.333333,475.3658671,1.860244012,1653.833836,0.961263883
1,1023.661017,1763.728814,2038.474576,459.4927456,1.863934238,1667.355763,0.951364289
1,1016.5,1762.166667,2043.5,465.1389648,1.872428157,1681.594161,0.957806465
1,1014.766667,1783.333333,2184.833333,474.526,1.884394002,1746.79834,1.002408694
1,1015.783333,1791.166667,2293.166667,488.5724503,1.878795332,1756.210999,1.023835468
1,1017.016949,1800.169492,2285.762712,491.2033583,1.879731538,1745.628823,1.025543641
1,1019.53125,1790.3125,2281.25,512.4952793,1.906415641,1767.058136,1.019718517
1,1012.166667,1767.222222,1975,473.5288306,1.857551098,1690.510552,1.019202567
1,1023.633333,1759,2051.166667,471.741833,1.865392011,1717.071836,0.995920531
1,1022.216667,1749,2037,465.197968,1.861748513,1682.547998,0.98219539
1,1018.916667,1752.5,2047.666667,462.7037338,1.879926499,1681.773671,0.969449783
1,1020.915254,1768.305085,2046.271186,480.3366601,1.889873561,1707.885428,0.972217219
1,1018.05,1760,2043.666667,471.8276657,1.865606332,1659.463003,0.966044144
1,1024.65,1797.5,2166,478.7296651,1.872219328,1748.883506,1.001092852
1,1020.916667,1790.166667,2288.166667,479.932751,1.88493016,1816.500002,1.047862089
1,1015.949153,1779.322034,2297.288136,484.5431182,1.885241183,1804.516268,1.046670021
1,1012.424242,1779.090909,2292.727273,489.8145789,1.884316672,1764.311213,1.026528456
1,1019.333333,1716.111111,1946.666667,450.0737779,1.849686106,1761.801683,1.01871106
1,1024.016667,1748.166667,2053.833333,460.3545507,1.856508164,1698.067006,0.995980401
1,1021.016667,1759.5,2034.5,474.4340149,1.84972384,1674.713501,0.971469164
1,1017.033333,1776.333333,2034.166667,469.2754654,1.846207007,1657.765,0.970124223
1,1023.694915,1787.627119,2042.542373,449.0999839,1.853497966,1685.498806,0.976132542
1,1018.666667,1758.5,2047.166667,476.0870667,1.892680834,1678.705662,0.970177902
1,1019.1,1764.833333,2183.5,481.2169001,1.891292995,1772.743337,1.006425105
1,1019.333333,1776.166667,2287.666667,486.700915,1.875330172,1788.172827,1.033626648
1,1016.864407,1797.966102,2286.949153,490.5761517,1.872578132,1784.856439,1.029657786
1,1022.636364,1799.393939,2277.878788,473.5347262,1.880087282,1750.608176,1.035450086
1,1016.823529,1737.647059,1956.470588,475.4301183,1.868321194,1948.488238,1.167454641
1,1020,1769.166667,2041.833333,475.847669,1.8743545,1924.120345,1.05168079
1,1012.3,1768.5,2028.666667,458.4601166,1.857945496,1811.138511,0.983065777
1,1023.5,1768,2043.166667,461.5418523,1.867372501,1703.249996,1.010736136
1,1024.627119,1751.525424,2056.440678,466.4988833,1.860745424,1674.563735,0.964588765
1,1012.966667,1743.166667,2046.666667,459.6796992,1.850021664,1662.798991,0.977137
1,1020.2,1775.833333,2186.833333,464.7387004,1.863643499,1749.479336,1.013983247
1,1014.966667,1787.833333,2280.333333,489.514384,1.90269834,1808.51733,1.035336287
1,1019.728814,1807.457627,2292.033898,493.2949834,1.898423045,1777.889833,1.038033372
1,1021.060606,1788.787879,2294.545455,493.9022124,1.887870608,1737.72,1.033559508
1,1027.882353,1748.823529,1959.411765,452.7693481,1.857669999,1695.124698,1.074334706
1,1020.666667,1749.166667,2039.166667,468.7871831,1.864534336,1751.891831,1.013393888
1,1018.6,1758.166667,2011.666667,480.0962835,1.858655337,1738.399001,0.986349404
1,1027.389831,1764.40678,2025.762712,468.0176293,1.851985271,1731.391862,0.992245401
1,1022.9,1765.833333,2041,465.8395172,1.860926839,1732.76983,0.984691487
1,1021.05,1776.5,2053.166667,462.7059642,1.869631674,1709.564669,0.981479592
1,1024.05,1770.833333,2186,473.7444499,1.862500505,1793.117678,1.022525389
1,1019.101695,1769.830508,2284.745763,485.2853192,1.865181355,1803.333889,1.051995962
1,1025.6,1793.5,2285.333333,502.3256989,1.897988166,1823.202006,1.059596978
1,1020.666667,1811.818182,2290.909091,502.0549686,1.910210313,1841.107873,1.048471873
1,1029.777778,1741.111111,1947.222222,451.26661,1.840876116,1762.098891,1.021875941
1,1020.9,1757.333333,2049.666667,457.4029658,1.857521828,1742.211328,1.006725452
1,1029.533333,1771,2038.166667,469.1413518,1.860153498,1722.075165,0.983042461
1,1023.067797,1780.847458,2040.338983,474.8513225,1.873095258,1728.302705,0.98117232
1,1017.416667,1771.5,2035.5,477.6587489,1.864392664,1718.114003,0.973112931
1,1017.416667,1755.833333,2042.833333,463.7114975,1.864233841,1727.556995,0.9794215
1,1026.733333,1763.166667,2182.166667,470.2430847,1.877925823,1763.867179,1.008663011
1,1022.033898,1801.694915,2293.050847,483.9649984,1.884913216,1770.468301,1.043589189
1,1020.083333,1784.833333,2300.833333,491.4772024,1.879217345,1844.917497,1.052356854
1,1023.151515,1791.212121,2293.030303,463.9220285,1.866687265,1824.317579,1.046548386
1,1021.470588,1758.235294,1954.705882,455.7706514,1.852524105,1772.18531,1.0073356
1,1016.85,1767.166667,2049.666667,459.1182846,1.849103332,1781.232829,1.002945101
1,1018.55,1768.666667,2022.166667,471.5148005,1.844845668,1704.470664,0.989040481
1,1018.40678,1746.779661,2039.322034,458.1501201,1.85812761,1751.59508,0.989718343
1,1015.466667,1760.833333,2056.166667,462.2615336,1.867639504,1717.33983,0.982543235
1,1020.116667,1762.666667,2057.333333,476.3998327,1.888765826,1712.542167,0.988126651
1,1024.7,1786.666667,2175.5,477.9474004,1.873169674,1736.134672,1.024520797
1,1017.883333,1795.5,2278,493.6630508,1.876363665,1865.053326,1.052925237
1,1019.220339,1793.050847,2291.016949,472.7626089,1.88018085,1786.159149,1.050791177
1,1011.764706,1798.235294,2274.705882,475.2207974,1.886500292,1848.247946,1.067998001
1,1004.588235,1783.529412,1972.352941,455.2001181,1.859513528,1791.425875,1.063636233
1,1021.466667,1764,2043.5,458.9754186,1.867588838,1768.573499,1.003178254
1,1017.95,1746.666667,2033.5,469.8511327,1.870761667,1781.470164,0.983224468
1,1023.830508,1761.355932,2047.79661,466.7141356,1.84879068,1746.507128,0.983289324
1,1016.65,1780.5,2051.666667,461.1047501,1.852040333,1715.134837,0.972046033
1,1031.533333,1772.833333,2050.5,451.2021327,1.852545832,1728.151497,0.971646783
1,1024.033333,1785.166667,2192.5,462.7689189,1.871205338,1784.598004,1.024752698
1,1021.666667,1790.5,2290.333333,488.6316188,1.891807503,1822.160152,1.055256456
1,1028.915254,1790.508475,2300.847458,495.5404384,1.8709778,1837.897446,1.046707115
1,1018.666667,1801.212121,2297.272727,484.3586981,1.869974237,1828.347564,1.058349553
1,1029.411765,1747.647059,1985.882353,448.4528827,1.848688252,1829.587043,1.048341393
1,1021.15,1757.666667,2057.333333,456.9254827,1.850232991,1764.670829,0.994127404
1,1022.133333,1774.833333,2032,484.9585683,1.867065503,1795.916836,0.980573471
1,1024.433333,1781.333333,2041.333333,463.7702494,1.85631184,1751.385659,0.989795681
1,1020.366667,1751.833333,2050.833333,465.673818,1.864359498,1738.518166,0.9864807
1,1022.068966,1755.344828,2060.172414,468.3970179,1.870937767,1699.275683,0.996865466
1,1022.2,1781.166667,2186.5,460.3372508,1.85536467,1818.215002,1.023094144
1,1030.9,1794.166667,2290.333333,473.8094625,1.862008162,1841.640155,1.043566104
1,1022.533333,1807.5,2291.166667,484.5884364,1.886480174,1812.16768,1.051358445
1,1016.096774,1795.806452,2296.451613,501.3718724,1.895142574,1772.864514,1.034074264
1,1031.444444,1774.444444,1954.444444,466.524665,1.846018884,1812.63834,1.040862607
1,1024.166667,1785,2059.833333,449.6824666,1.854396502,1795.1725,1.006710527
1,1030.533333,1757.833333,2041.666667,475.1807999,1.861975986,1765.266996,0.985690181
1,1024.083333,1747.333333,2048.666667,468.0803502,1.865476996,1784.032843,0.985265989
1,1028.542373,1777.627119,2042.881356,474.9806788,1.855638314,1740.570505,0.974283963
1,1023.15,1797.333333,2041.333333,462.4187332,1.852801001,1720.019663,0.978286646
1,1021.766667,1821,2191.166667,460.4284821,1.865379828,1790.882839,1.026749476
1,1036.833333,1817,2302.833333,487.6765671,1.867011825,1822.921163,1.050907197
1,1027.95,1787,2301,482.952685,1.871400505,1827.823999,1.054606098
1,1030.363636,1783.333333,2292.121212,470.2246066,1.858879989,1811.169078,1.061396617
1,1028.470588,1757.058824,1972.941176,452.9549417,1.840571754,1776.866448,1.057766585
1,1024.5,1760.666667,2040.666667,462.155335,1.845374324,1756.185502,1.014696013
1,1034.55,1767.5,2032.333333,454.5616491,1.847573835,1823.951337,0.999464981
1,1030.830508,1775.762712,2050,464.803338,1.861290164,1767.939153,0.998478207
1,1031.266667,1781.5,2045.166667,470.2435003,1.875191669,1813.435997,0.996736069
1,1031.65,1776.5,2044.5,471.6524002,1.859071656,1718.505332,0.989671717
1,1034.983333,1790,2180.166667,472.3737345,1.874006007,1772.389496,1.026673916
1,1026.833333,1802.333333,2290.166667,466.4935338,1.869921166,1798.661342,1.037345663
1,1029.186441,1803.220339,2303.389831,487.2779489,1.879694409,1806.50102,1.05495658
1,1025.181818,1813.636364,2306.666667,487.0502125,1.86982001,1800.727273,1.050139427
1,1031.5,1773.888889,1948.333333,449.3461677,1.844039434,1704.127774,1.048625714
1,1026.766667,1784.833333,2057.5,456.5549672,1.857338828,1758.271,1.008072489
1,1023.7,1780.333333,2030.666667,459.7097504,1.846364007,1756.87066,0.999471933
1,1031.293103,1775.517241,2036.724138,454.0455185,1.846098102,1748.359998,0.997320337
1,1028.233333,1786.5,2048.333333,449.6363653,1.860521984,1743.615318,0.992958833
1,1027.583333,1771.166667,2057.166667,459.9363653,1.86396866,1701.615668,1.002963968
1,1030.466667,1789.833333,2185,478.735464,1.879721995,1790.320498,1.047200501
1,1032.423729,1823.220339,2296.271186,488.4273547,1.872621524,1820.336778,1.062861759
1,1035.866667,1816.5,2292.666667,481.2881846,1.863443669,1826.291178,1.054903796
1,1030.25,1795,2296.5625,471.3200321,1.865875624,1816.585629,1.062828541
1,1043.529412,1792.352941,1982.352941,446.6664088,1.834307657,1795.158813,1.060440922
1,1033.783333,1803.333333,2047.833333,462.5791845,1.856127661,1798.928497,1.010973551
1,1027.516667,1791.666667,2035,463.0897659,1.862781173,1817.577006,1.003566977
1,1035.864407,1775.762712,2048.305085,458.5674242,1.862047628,1705.71864,0.993561271
1,1037.733333,1782.333333,2056.666667,460.2560486,1.85508033,1774.295846,0.997121934
1,1029.316667,1805.166667,2051,449.9735662,1.841188006,1727.291498,1.002305818
1,1039.983333,1821.333333,2191.5,452.6615331,1.853036332,1767.475002,1.029170716
1,1041.169492,1806.101695,2306.271186,471.3392386,1.878810002,1838.246437,1.056780072
1,1046.7,1802.833333,2301.166667,489.6133163,1.892009159,1821.805668,1.057877958
1,1038.606061,1790,2292.424242,479.5876983,1.87216637,1821.850301,1.058545942
1,1052.823529,1780,1981.764706,457.9506441,1.84341883,1825.911154,1.050803269
1,1027.55,1788.333333,2069.833333,454.8836512,1.854258327,1705.938509,1.021043375
1,1034.559322,1770,2044.067797,451.3283216,1.843658639,1755.231689,1.001841987
1,1038.583333,1803.5,2045.666667,461.9945633,1.854582002,1705.819993,0.995853487
1,1039.533333,1818.666667,2051.5,461.4120204,1.864770333,1679.339168,0.999515975
1,1034.45,1802.333333,2063.5,460.3741826,1.862628172,1674.870994,0.983885514
1,1036.305085,1806.440678,2194.40678,473.0149976,1.864727966,1807.273212,1.041491878
1,1040.8,1827.666667,2304.5,481.5442693,1.869467998,1806.529344,1.075874031
1,1044.2,1845.166667,2301.666667,465.3149668,1.868708823,1798.755166,1.068717174
1,1034.242424,1838.484848,2306.666667,473.5086374,1.885103641,1790.297275,1.056470297
1,1041.222222,1786.111111,1953.888889,456.6746148,1.856313321,1743.360555,1.090119975
1,1038.135593,1821.186441,2058.813559,455.0719139,1.859070505,1803.032891,1.023568873
1,1037.983333,1810.333333,2045,459.9314153,1.868698492,1819.069843,1.001088898
1,1046.833333,1809.5,2060.833333,462.9208649,1.86048366,1719.015672,0.99497098
1,1042.95,1786.666667,2061.833333,455.8326848,1.858755161,1682.585832,0.994864133
1,1044.457627,1802.711864,2049.152542,476.2973902,1.863191863,1695.981019,0.983113658
1,1056.966667,1838.333333,2182.333333,466.7622162,1.86303317,1757.083502,1.033369378
1,1051.733333,1852,2302.666667,474.1361669,1.880107154,1816.763826,1.080707735
1,1057.166667,1845.666667,2320,487.0399999,1.889875172,1815.149666,1.076814999
1,1052.875,1812.5,2320.625,476.2075624,1.882832814,1814.054363,1.082342684
1,1044.470588,1834.705882,1988.823529,443.9518846,1.866233524,1736.340576,1.089090004
1,1056.220339,1831.864407,2068.644068,459.010661,1.877404575,1811.484238,1.032592656
1,1052.783333,1808,2041.333333,456.492249,1.86385084,1739.24082,0.993891059
1,1048.233333,1811.166667,2053.166667,455.6446854,1.871002167,1717.734167,1.002597401
1,1056.833333,1822.666667,2073.666667,451.1082163,1.88426283,1751.572483,1.00240139
1,1052.016949,1841.016949,2077.288136,459.2793377,1.887083223,1738.540167,1.034623757
1,1062.75,1847.833333,2200.166667,479.9429169,1.898881501,1782.759336,1.042787468
1,1065.35,1856.833333,2297.666667,488.6366175,1.89720933,1819.576503,1.064391199
1,1065.416667,1867.166667,2313.333333,479.6929993,1.902269497,1810.788656,1.061515898
1,1059.30303,1869.393939,2323.030303,473.0635145,1.892415762,1813.531801,1.060625759
1,1071.764706,1835.882353,1981.764706,444.3249458,1.865429969,1653.392348,1.063475304
1,1063.983051,1827.288136,2054.745763,462.4070186,1.87810051,1661.32779,1.019393336
1,1071.783333,1841.666667,2050.5,469.387085,1.892969507,1711.270831,1.0140379
1,1074.316667,1853,2055.833333,461.875415,1.875553838,1725.865664,1.014126418
1,1073.483333,1858.333333,2071.333333,456.8696014,1.881588668,1713.713167,1.010672453
1,1067.372881,1846.101695,2074.576271,453.6789975,1.899617969,1742.024749,0.99497159
1,1091.566667,1896.833333,2220.5,479.43355,1.934745002,1792.648499,1.033597188
1,1098.633333,1923.333333,2318.166667,491.9465825,1.937572994,1801.694843,1.078998961
1,1092.183333,1921.833333,2313.666667,485.5704493,1.92589017,1801.052325,1.076660321
1,1089.441176,1916.764706,2294.705882,489.1952317,1.946887647,1805.663818,1.058996169
1,1091.8125,1872.5,2012.5,464.4389343,1.915693745,1734.361877,1.043178581
1,1098.362069,1891.37931,2081.551724,480.9782257,1.937356209,1778.92379,1.033944482
1,1090.666667,1872.5,2048.166667,472.7397186,1.930073665,1721.517489,1.00869676
1,1110.183333,1925.333333,2084.166667,482.4661158,1.99790916,1738.555174,1.023297185
1,1122.266667,1949.666667,2091.333333,489.4154653,1.979050501,1716.662673,1.013167983
1,1113.440678,1971.016949,2098.305085,480.296559,1.990748823,1702.06695,1.019099531
1,1148.883333,1993,2240,496.8610982,1.995244843,1760.092173,1.050520456
1,1166.833333,2055.166667,2373.166667,489.075765,2.060554496,1789.226324,1.074683999
1,1174.866667,2045.166667,2376.166667,495.6479167,2.070529819,1780.0605,1.080591274
1,1178.272727,2031.515152,2373.939394,497.4857557,2.05960182,1812.205152,1.077633327
1,1198.111111,2099.444444,2058.888889,492.5715569,2.019668919,1787.573344,1.084234435
1,1207.859649,2101.578947,2205.789474,496.6737382,2.035126124,1818.057896,1.097571052
1,1202.033333,2091.5,2201.5,481.8356679,2.124295001,1689.49234,1.085452336
1,1206.383333,2075.666667,2223.166667,503.2602987,2.019324164,1728.206838,1.073472368
1,1198.083333,2075.666667,2217.333333,492.3397715,2.176990315,1703.516823,1.056377653
